image_path,label
Dataset\Dataset\Training_data\bird\bird_42.jpg,bird
Dataset\Dataset\Training_data\bird\bird_420.jpg,bird
Dataset\Dataset\Training_data\bird\bird_421.jpg,bird
Dataset\Dataset\Training_data\bird\bird_422.jpg,bird
Dataset\Dataset\Training_data\bird\bird_423.jpg,bird
Dataset\Dataset\Training_data\bird\bird_424.jpg,bird
Dataset\Dataset\Training_data\bird\bird_425.jpg,bird
Dataset\Dataset\Training_data\bird\bird_426.jpg,bird
Dataset\Dataset\Training_data\bird\bird_427.jpg,bird
Dataset\Dataset\Training_data\bird\bird_428.jpg,bird
Dataset\Dataset\Training_data\bird\bird_429.jpg,bird
Dataset\Dataset\Training_data\bird\bird_43.jpg,bird
Dataset\Dataset\Training_data\bird\bird_430.jpg,bird
Dataset\Dataset\Training_data\bird\bird_431.jpg,bird
Dataset\Dataset\Training_data\bird\bird_432.jpg,bird
Dataset\Dataset\Training_data\bird\bird_433.jpg,bird
Dataset\Dataset\Training_data\bird\bird_434.jpg,bird
Dataset\Dataset\Training_data\bird\bird_435.jpg,bird
Dataset\Dataset\Training_data\bird\bird_436.jpg,bird
Dataset\Dataset\Training_data\bird\bird_437.jpg,bird
Dataset\Dataset\Training_data\bird\bird_438.jpg,bird
Dataset\Dataset\Training_data\bird\bird_439.jpg,bird
Dataset\Dataset\Training_data\bird\bird_44.jpg,bird
Dataset\Dataset\Training_data\bird\bird_440.jpg,bird
Dataset\Dataset\Training_data\bird\bird_441.jpg,bird
Dataset\Dataset\Training_data\bird\bird_442.jpg,bird
Dataset\Dataset\Training_data\bird\bird_443.jpg,bird
Dataset\Dataset\Training_data\bird\bird_444.jpg,bird
Dataset\Dataset\Training_data\bird\bird_445.jpg,bird
Dataset\Dataset\Training_data\bird\bird_446.jpg,bird
Dataset\Dataset\Training_data\bird\bird_447.jpg,bird
Dataset\Dataset\Training_data\bird\bird_448.jpg,bird
Dataset\Dataset\Training_data\bird\bird_449.jpg,bird
Dataset\Dataset\Training_data\bird\bird_45.jpg,bird
Dataset\Dataset\Training_data\bird\bird_450.jpg,bird
Dataset\Dataset\Training_data\bird\bird_451.jpg,bird
Dataset\Dataset\Training_data\bird\bird_452.jpg,bird
Dataset\Dataset\Training_data\bird\bird_453.jpg,bird
Dataset\Dataset\Training_data\bird\bird_454.jpg,bird
Dataset\Dataset\Training_data\bird\bird_455.jpg,bird
Dataset\Dataset\Training_data\bird\bird_456.jpg,bird
Dataset\Dataset\Training_data\bird\bird_457.jpg,bird
Dataset\Dataset\Training_data\bird\bird_458.jpg,bird
Dataset\Dataset\Training_data\bird\bird_459.jpg,bird
Dataset\Dataset\Training_data\bird\bird_46.jpg,bird
Dataset\Dataset\Training_data\bird\bird_460.jpg,bird
Dataset\Dataset\Training_data\bird\bird_461.jpg,bird
Dataset\Dataset\Training_data\bird\bird_462.jpg,bird
Dataset\Dataset\Training_data\bird\bird_463.jpg,bird
Dataset\Dataset\Training_data\bird\bird_464.jpg,bird
Dataset\Dataset\Training_data\bird\bird_465.jpg,bird
Dataset\Dataset\Training_data\bird\bird_466.jpg,bird
Dataset\Dataset\Training_data\bird\bird_467.jpg,bird
Dataset\Dataset\Training_data\bird\bird_468.jpg,bird
Dataset\Dataset\Training_data\bird\bird_469.jpg,bird
Dataset\Dataset\Training_data\bird\bird_47.jpg,bird
Dataset\Dataset\Training_data\bird\bird_470.jpg,bird
Dataset\Dataset\Training_data\bird\bird_471.jpg,bird
Dataset\Dataset\Training_data\bird\bird_472.jpg,bird
Dataset\Dataset\Training_data\bird\bird_473.jpg,bird
Dataset\Dataset\Training_data\bird\bird_474.jpg,bird
Dataset\Dataset\Training_data\bird\bird_475.jpg,bird
Dataset\Dataset\Training_data\bird\bird_476.jpg,bird
Dataset\Dataset\Training_data\bird\bird_477.jpg,bird
Dataset\Dataset\Training_data\bird\bird_478.jpg,bird
Dataset\Dataset\Training_data\bird\bird_479.jpg,bird
Dataset\Dataset\Training_data\bird\bird_48.jpg,bird
Dataset\Dataset\Training_data\bird\bird_480.jpg,bird
Dataset\Dataset\Training_data\bird\bird_481.jpg,bird
Dataset\Dataset\Training_data\bird\bird_482.jpg,bird
Dataset\Dataset\Training_data\bird\bird_483.jpg,bird
Dataset\Dataset\Training_data\bird\bird_484.jpg,bird
Dataset\Dataset\Training_data\bird\bird_485.jpg,bird
Dataset\Dataset\Training_data\bird\bird_486.jpg,bird
Dataset\Dataset\Training_data\bird\bird_487.jpg,bird
Dataset\Dataset\Training_data\bird\bird_488.jpg,bird
Dataset\Dataset\Training_data\bird\bird_489.jpg,bird
Dataset\Dataset\Training_data\bird\bird_49.jpg,bird
Dataset\Dataset\Training_data\bird\bird_490.jpg,bird
Dataset\Dataset\Training_data\bird\bird_491.jpg,bird
Dataset\Dataset\Training_data\bird\bird_492.jpg,bird
Dataset\Dataset\Training_data\bird\bird_493.jpg,bird
Dataset\Dataset\Training_data\bird\bird_494.jpg,bird
Dataset\Dataset\Training_data\bird\bird_495.jpg,bird
Dataset\Dataset\Training_data\bird\bird_496.jpg,bird
Dataset\Dataset\Training_data\bird\bird_497.jpg,bird
Dataset\Dataset\Training_data\bird\bird_498.jpg,bird
Dataset\Dataset\Training_data\bird\bird_499.jpg,bird
Dataset\Dataset\Training_data\bird\bird_5.jpg,bird
Dataset\Dataset\Training_data\bird\bird_50.jpg,bird
Dataset\Dataset\Training_data\bird\bird_500.jpg,bird
Dataset\Dataset\Training_data\bird\bird_501.jpg,bird
Dataset\Dataset\Training_data\bird\bird_502.jpg,bird
Dataset\Dataset\Training_data\bird\bird_503.jpg,bird
Dataset\Dataset\Training_data\bird\bird_504.jpg,bird
Dataset\Dataset\Training_data\bird\bird_505.jpg,bird
Dataset\Dataset\Training_data\bird\bird_506.jpg,bird
Dataset\Dataset\Training_data\bird\bird_507.jpg,bird
Dataset\Dataset\Training_data\bird\bird_508.jpg,bird
Dataset\Dataset\Training_data\bird\bird_509.jpg,bird
Dataset\Dataset\Training_data\bird\bird_51.jpg,bird
Dataset\Dataset\Training_data\bird\bird_510.jpg,bird
Dataset\Dataset\Training_data\bird\bird_511.jpg,bird
Dataset\Dataset\Training_data\bird\bird_512.jpg,bird
Dataset\Dataset\Training_data\bird\bird_513.jpg,bird
Dataset\Dataset\Training_data\bird\bird_514.jpg,bird
Dataset\Dataset\Training_data\bird\bird_515.jpg,bird
Dataset\Dataset\Training_data\bird\bird_516.jpg,bird
Dataset\Dataset\Training_data\bird\bird_517.jpg,bird
Dataset\Dataset\Training_data\bird\bird_518.jpg,bird
Dataset\Dataset\Training_data\bird\bird_519.jpg,bird
Dataset\Dataset\Training_data\bird\bird_52.jpg,bird
Dataset\Dataset\Training_data\bird\bird_520.jpg,bird
Dataset\Dataset\Training_data\bird\bird_521.jpg,bird
Dataset\Dataset\Training_data\bird\bird_522.jpg,bird
Dataset\Dataset\Training_data\bird\bird_523.jpg,bird
Dataset\Dataset\Training_data\bird\bird_524.jpg,bird
Dataset\Dataset\Training_data\bird\bird_525.jpg,bird
Dataset\Dataset\Training_data\bird\bird_526.jpg,bird
Dataset\Dataset\Training_data\bird\bird_527.jpg,bird
Dataset\Dataset\Training_data\bird\bird_528.jpg,bird
Dataset\Dataset\Training_data\bird\bird_529.jpg,bird
Dataset\Dataset\Training_data\bird\bird_53.jpg,bird
Dataset\Dataset\Training_data\bird\bird_530.jpg,bird
Dataset\Dataset\Training_data\bird\bird_531.jpg,bird
Dataset\Dataset\Training_data\bird\bird_532.jpg,bird
Dataset\Dataset\Training_data\bird\bird_533.jpg,bird
Dataset\Dataset\Training_data\bird\bird_534.jpg,bird
Dataset\Dataset\Training_data\bird\bird_535.jpg,bird
Dataset\Dataset\Training_data\bird\bird_536.jpg,bird
Dataset\Dataset\Training_data\bird\bird_537.jpg,bird
Dataset\Dataset\Training_data\bird\bird_538.jpg,bird
Dataset\Dataset\Training_data\bird\bird_539.jpg,bird
Dataset\Dataset\Training_data\bird\bird_54.jpg,bird
Dataset\Dataset\Training_data\bird\bird_540.jpg,bird
Dataset\Dataset\Training_data\bird\bird_541.jpg,bird
Dataset\Dataset\Training_data\bird\bird_542.jpg,bird
Dataset\Dataset\Training_data\bird\bird_543.jpg,bird
Dataset\Dataset\Training_data\bird\bird_544.jpg,bird
Dataset\Dataset\Training_data\bird\bird_545.jpg,bird
Dataset\Dataset\Training_data\bird\bird_546.jpg,bird
Dataset\Dataset\Training_data\bird\bird_547.jpg,bird
Dataset\Dataset\Training_data\bird\bird_548.jpg,bird
Dataset\Dataset\Training_data\bird\bird_549.jpg,bird
Dataset\Dataset\Training_data\bird\bird_55.jpg,bird
Dataset\Dataset\Training_data\bird\bird_550.jpg,bird
Dataset\Dataset\Training_data\bird\bird_551.jpg,bird
Dataset\Dataset\Training_data\bird\bird_552.jpg,bird
Dataset\Dataset\Training_data\bird\bird_553.jpg,bird
Dataset\Dataset\Training_data\bird\bird_554.jpg,bird
Dataset\Dataset\Training_data\bird\bird_555.jpg,bird
Dataset\Dataset\Training_data\bird\bird_556.jpg,bird
Dataset\Dataset\Training_data\bird\bird_557.jpg,bird
Dataset\Dataset\Training_data\bird\bird_558.jpg,bird
Dataset\Dataset\Training_data\bird\bird_559.jpg,bird
Dataset\Dataset\Training_data\bird\bird_56.jpg,bird
Dataset\Dataset\Training_data\bird\bird_560.jpg,bird
Dataset\Dataset\Training_data\bird\bird_561.jpg,bird
Dataset\Dataset\Training_data\bird\bird_562.jpg,bird
Dataset\Dataset\Training_data\bird\bird_563.jpg,bird
Dataset\Dataset\Training_data\bird\bird_564.jpg,bird
Dataset\Dataset\Training_data\bird\bird_565.jpg,bird
Dataset\Dataset\Training_data\bird\bird_566.jpg,bird
Dataset\Dataset\Training_data\bird\bird_567.jpg,bird
Dataset\Dataset\Training_data\bird\bird_568.jpg,bird
Dataset\Dataset\Training_data\bird\bird_569.jpg,bird
Dataset\Dataset\Training_data\bird\bird_57.jpg,bird
Dataset\Dataset\Training_data\bird\bird_570.jpg,bird
Dataset\Dataset\Training_data\bird\bird_571.jpg,bird
Dataset\Dataset\Training_data\bird\bird_572.jpg,bird
Dataset\Dataset\Training_data\bird\bird_573.jpg,bird
Dataset\Dataset\Training_data\bird\bird_574.jpg,bird
Dataset\Dataset\Training_data\bird\bird_575.jpg,bird
Dataset\Dataset\Training_data\bird\bird_576.jpg,bird
Dataset\Dataset\Training_data\bird\bird_577.jpg,bird
Dataset\Dataset\Training_data\bird\bird_578.jpg,bird
Dataset\Dataset\Training_data\bird\bird_579.jpg,bird
Dataset\Dataset\Training_data\bird\bird_58.jpg,bird
Dataset\Dataset\Training_data\bird\bird_580.jpg,bird
Dataset\Dataset\Training_data\bird\bird_581.jpg,bird
Dataset\Dataset\Training_data\bird\bird_582.jpg,bird
Dataset\Dataset\Training_data\bird\bird_583.jpg,bird
Dataset\Dataset\Training_data\bird\bird_584.jpg,bird
Dataset\Dataset\Training_data\bird\bird_585.jpg,bird
Dataset\Dataset\Training_data\bird\bird_586.jpg,bird
Dataset\Dataset\Training_data\bird\bird_587.jpg,bird
Dataset\Dataset\Training_data\bird\bird_588.jpg,bird
Dataset\Dataset\Training_data\bird\bird_589.jpg,bird
Dataset\Dataset\Training_data\bird\bird_59.jpg,bird
Dataset\Dataset\Training_data\bird\bird_590.jpg,bird
Dataset\Dataset\Training_data\bird\bird_591.jpg,bird
Dataset\Dataset\Training_data\bird\bird_592.jpg,bird
Dataset\Dataset\Training_data\bird\bird_593.jpg,bird
Dataset\Dataset\Training_data\bird\bird_594.jpg,bird
Dataset\Dataset\Training_data\bird\bird_595.jpg,bird
Dataset\Dataset\Training_data\bird\bird_596.jpg,bird
Dataset\Dataset\Training_data\bird\bird_597.jpg,bird
Dataset\Dataset\Training_data\bird\bird_598.jpg,bird
Dataset\Dataset\Training_data\bird\bird_599.jpg,bird
Dataset\Dataset\Training_data\bird\bird_6.jpg,bird
Dataset\Dataset\Training_data\bird\bird_60.jpg,bird
Dataset\Dataset\Training_data\bird\bird_600.jpg,bird
Dataset\Dataset\Training_data\bird\bird_601.jpg,bird
Dataset\Dataset\Training_data\bird\bird_602.jpg,bird
Dataset\Dataset\Training_data\bird\bird_603.jpg,bird
Dataset\Dataset\Training_data\bird\bird_604.jpg,bird
Dataset\Dataset\Training_data\bird\bird_605.jpg,bird
Dataset\Dataset\Training_data\bird\bird_606.jpg,bird
Dataset\Dataset\Training_data\bird\bird_607.jpg,bird
Dataset\Dataset\Training_data\bird\bird_608.jpg,bird
Dataset\Dataset\Training_data\bird\bird_609.jpg,bird
Dataset\Dataset\Training_data\bird\bird_61.jpg,bird
Dataset\Dataset\Training_data\bird\bird_610.jpg,bird
Dataset\Dataset\Training_data\bird\bird_611.jpg,bird
Dataset\Dataset\Training_data\bird\bird_612.jpg,bird
Dataset\Dataset\Training_data\bird\bird_613.jpg,bird
Dataset\Dataset\Training_data\bird\bird_614.jpg,bird
Dataset\Dataset\Training_data\bird\bird_615.jpg,bird
Dataset\Dataset\Training_data\bird\bird_616.jpg,bird
Dataset\Dataset\Training_data\bird\bird_617.jpg,bird
Dataset\Dataset\Training_data\bird\bird_618.jpg,bird
Dataset\Dataset\Training_data\bird\bird_619.jpg,bird
Dataset\Dataset\Training_data\bird\bird_62.jpg,bird
Dataset\Dataset\Training_data\bird\bird_620.jpg,bird
Dataset\Dataset\Training_data\bird\bird_621.jpg,bird
Dataset\Dataset\Training_data\bird\bird_622.jpg,bird
Dataset\Dataset\Training_data\bird\bird_623.jpg,bird
Dataset\Dataset\Training_data\bird\bird_624.jpg,bird
Dataset\Dataset\Training_data\bird\bird_625.jpg,bird
Dataset\Dataset\Training_data\bird\bird_626.jpg,bird
Dataset\Dataset\Training_data\bird\bird_627.jpg,bird
Dataset\Dataset\Training_data\bird\bird_628.jpg,bird
Dataset\Dataset\Training_data\bird\bird_629.jpg,bird
Dataset\Dataset\Training_data\bird\bird_63.jpg,bird
Dataset\Dataset\Training_data\bird\bird_630.jpg,bird
Dataset\Dataset\Training_data\bird\bird_631.jpg,bird
Dataset\Dataset\Training_data\bird\bird_632.jpg,bird
Dataset\Dataset\Training_data\bird\bird_633.jpg,bird
Dataset\Dataset\Training_data\bird\bird_634.jpg,bird
Dataset\Dataset\Training_data\bird\bird_635.jpg,bird
Dataset\Dataset\Training_data\bird\bird_636.jpg,bird
Dataset\Dataset\Training_data\bird\bird_637.jpg,bird
Dataset\Dataset\Training_data\bird\bird_638.jpg,bird
Dataset\Dataset\Training_data\bird\bird_639.jpg,bird
Dataset\Dataset\Training_data\bird\bird_64.jpg,bird
Dataset\Dataset\Training_data\bird\bird_640.jpg,bird
Dataset\Dataset\Training_data\bird\bird_641.jpg,bird
Dataset\Dataset\Training_data\bird\bird_642.jpg,bird
Dataset\Dataset\Training_data\bird\bird_643.jpg,bird
Dataset\Dataset\Training_data\bird\bird_644.jpg,bird
Dataset\Dataset\Training_data\bird\bird_645.jpg,bird
Dataset\Dataset\Training_data\bird\bird_646.jpg,bird
Dataset\Dataset\Training_data\bird\bird_647.jpg,bird
Dataset\Dataset\Training_data\bird\bird_648.jpg,bird
Dataset\Dataset\Training_data\bird\bird_649.jpg,bird
Dataset\Dataset\Training_data\bird\bird_65.jpg,bird
Dataset\Dataset\Training_data\bird\bird_650.jpg,bird
Dataset\Dataset\Training_data\bird\bird_651.jpg,bird
Dataset\Dataset\Training_data\bird\bird_652.jpg,bird
Dataset\Dataset\Training_data\bird\bird_653.jpg,bird
Dataset\Dataset\Training_data\bird\bird_654.jpg,bird
Dataset\Dataset\Training_data\bird\bird_655.jpg,bird
Dataset\Dataset\Training_data\bird\bird_656.jpg,bird
Dataset\Dataset\Training_data\bird\bird_657.jpg,bird
Dataset\Dataset\Training_data\bird\bird_658.jpg,bird
Dataset\Dataset\Training_data\bird\bird_659.jpg,bird
Dataset\Dataset\Training_data\bird\bird_66.jpg,bird
Dataset\Dataset\Training_data\bird\bird_660.jpg,bird
Dataset\Dataset\Training_data\bird\bird_661.jpg,bird
Dataset\Dataset\Training_data\bird\bird_662.jpg,bird
Dataset\Dataset\Training_data\bird\bird_663.jpg,bird
Dataset\Dataset\Training_data\bird\bird_664.jpg,bird
Dataset\Dataset\Training_data\bird\bird_665.jpg,bird
Dataset\Dataset\Training_data\bird\bird_666.jpg,bird
Dataset\Dataset\Training_data\bird\bird_667.jpg,bird
Dataset\Dataset\Training_data\bird\bird_668.jpg,bird
Dataset\Dataset\Training_data\bird\bird_669.jpg,bird
Dataset\Dataset\Training_data\bird\bird_67.jpg,bird
Dataset\Dataset\Training_data\bird\bird_670.jpg,bird
Dataset\Dataset\Training_data\bird\bird_671.jpg,bird
Dataset\Dataset\Training_data\bird\bird_672.jpg,bird
Dataset\Dataset\Training_data\bird\bird_673.jpg,bird
Dataset\Dataset\Training_data\bird\bird_674.jpg,bird
Dataset\Dataset\Training_data\bird\bird_675.jpg,bird
Dataset\Dataset\Training_data\bird\bird_676.jpg,bird
Dataset\Dataset\Training_data\bird\bird_677.jpg,bird
Dataset\Dataset\Training_data\bird\bird_678.jpg,bird
Dataset\Dataset\Training_data\bird\bird_679.jpg,bird
Dataset\Dataset\Training_data\bird\bird_68.jpg,bird
Dataset\Dataset\Training_data\bird\bird_680.jpg,bird
Dataset\Dataset\Training_data\bird\bird_681.jpg,bird
Dataset\Dataset\Training_data\bird\bird_682.jpg,bird
Dataset\Dataset\Training_data\bird\bird_683.jpg,bird
Dataset\Dataset\Training_data\bird\bird_684.jpg,bird
Dataset\Dataset\Training_data\bird\bird_685.jpg,bird
Dataset\Dataset\Training_data\bird\bird_686.jpg,bird
Dataset\Dataset\Training_data\bird\bird_687.jpg,bird
Dataset\Dataset\Training_data\bird\bird_688.jpg,bird
Dataset\Dataset\Training_data\bird\bird_689.jpg,bird
Dataset\Dataset\Training_data\bird\bird_69.jpg,bird
Dataset\Dataset\Training_data\bird\bird_690.jpg,bird
Dataset\Dataset\Training_data\bird\bird_691.jpg,bird
Dataset\Dataset\Training_data\bird\bird_692.jpg,bird
Dataset\Dataset\Training_data\bird\bird_693.jpg,bird
Dataset\Dataset\Training_data\bird\bird_694.jpg,bird
Dataset\Dataset\Training_data\bird\bird_695.jpg,bird
Dataset\Dataset\Training_data\bird\bird_696.jpg,bird
Dataset\Dataset\Training_data\bird\bird_697.jpg,bird
Dataset\Dataset\Training_data\bird\bird_698.jpg,bird
Dataset\Dataset\Training_data\bird\bird_699.jpg,bird
Dataset\Dataset\Training_data\bird\bird_7.jpg,bird
Dataset\Dataset\Training_data\bird\bird_70.jpg,bird
Dataset\Dataset\Training_data\bird\bird_700.jpg,bird
Dataset\Dataset\Training_data\bird\bird_701.jpg,bird
Dataset\Dataset\Training_data\bird\bird_702.jpg,bird
Dataset\Dataset\Training_data\bird\bird_703.jpg,bird
Dataset\Dataset\Training_data\bird\bird_704.jpg,bird
Dataset\Dataset\Training_data\bird\bird_705.jpg,bird
Dataset\Dataset\Training_data\bird\bird_706.jpg,bird
Dataset\Dataset\Training_data\bird\bird_707.jpg,bird
Dataset\Dataset\Training_data\bird\bird_708.jpg,bird
Dataset\Dataset\Training_data\bird\bird_709.jpg,bird
Dataset\Dataset\Training_data\bird\bird_71.jpg,bird
Dataset\Dataset\Training_data\bird\bird_710.jpg,bird
Dataset\Dataset\Training_data\bird\bird_711.jpg,bird
Dataset\Dataset\Training_data\bird\bird_712.jpg,bird
Dataset\Dataset\Training_data\bird\bird_713.jpg,bird
Dataset\Dataset\Training_data\bird\bird_714.jpg,bird
Dataset\Dataset\Training_data\bird\bird_715.jpg,bird
Dataset\Dataset\Training_data\bird\bird_716.jpg,bird
Dataset\Dataset\Training_data\bird\bird_717.jpg,bird
Dataset\Dataset\Training_data\bird\bird_718.jpg,bird
Dataset\Dataset\Training_data\bird\bird_719.jpg,bird
Dataset\Dataset\Training_data\bird\bird_72.jpg,bird
Dataset\Dataset\Training_data\bird\bird_720.jpg,bird
Dataset\Dataset\Training_data\bird\bird_721.jpg,bird
Dataset\Dataset\Training_data\bird\bird_722.jpg,bird
Dataset\Dataset\Training_data\bird\bird_723.jpg,bird
Dataset\Dataset\Training_data\bird\bird_724.jpg,bird
Dataset\Dataset\Training_data\bird\bird_725.jpg,bird
Dataset\Dataset\Training_data\bird\bird_726.jpg,bird
Dataset\Dataset\Training_data\bird\bird_727.jpg,bird
Dataset\Dataset\Training_data\bird\bird_728.jpg,bird
Dataset\Dataset\Training_data\bird\bird_729.jpg,bird
Dataset\Dataset\Training_data\bird\bird_73.jpg,bird
Dataset\Dataset\Training_data\bird\bird_730.jpg,bird
Dataset\Dataset\Training_data\bird\bird_731.jpg,bird
Dataset\Dataset\Training_data\bird\bird_732.jpg,bird
Dataset\Dataset\Training_data\bird\bird_733.jpg,bird
Dataset\Dataset\Training_data\bird\bird_734.jpg,bird
Dataset\Dataset\Training_data\bird\bird_735.jpg,bird
Dataset\Dataset\Training_data\bird\bird_736.jpg,bird
Dataset\Dataset\Training_data\bird\bird_737.jpg,bird
Dataset\Dataset\Training_data\bird\bird_738.jpg,bird
Dataset\Dataset\Training_data\bird\bird_739.jpg,bird
Dataset\Dataset\Training_data\bird\bird_74.jpg,bird
Dataset\Dataset\Training_data\bird\bird_740.jpg,bird
Dataset\Dataset\Training_data\bird\bird_741.jpg,bird
Dataset\Dataset\Training_data\bird\bird_742.jpg,bird
Dataset\Dataset\Training_data\bird\bird_743.jpg,bird
Dataset\Dataset\Training_data\bird\bird_744.jpg,bird
Dataset\Dataset\Training_data\bird\bird_745.jpg,bird
Dataset\Dataset\Training_data\bird\bird_746.jpg,bird
Dataset\Dataset\Training_data\bird\bird_747.jpg,bird
Dataset\Dataset\Training_data\bird\bird_748.jpg,bird
Dataset\Dataset\Training_data\bird\bird_749.jpg,bird
Dataset\Dataset\Training_data\bird\bird_75.jpg,bird
Dataset\Dataset\Training_data\bird\bird_750.jpg,bird
Dataset\Dataset\Training_data\bird\bird_751.jpg,bird
Dataset\Dataset\Training_data\bird\bird_752.jpg,bird
Dataset\Dataset\Training_data\bird\bird_753.jpg,bird
Dataset\Dataset\Training_data\bird\bird_754.jpg,bird
Dataset\Dataset\Training_data\bird\bird_755.jpg,bird
Dataset\Dataset\Training_data\bird\bird_756.jpg,bird
Dataset\Dataset\Training_data\bird\bird_757.jpg,bird
Dataset\Dataset\Training_data\bird\bird_758.jpg,bird
Dataset\Dataset\Training_data\bird\bird_759.jpg,bird
Dataset\Dataset\Training_data\bird\bird_76.jpg,bird
Dataset\Dataset\Training_data\bird\bird_760.jpg,bird
Dataset\Dataset\Training_data\bird\bird_761.jpg,bird
Dataset\Dataset\Training_data\bird\bird_762.jpg,bird
Dataset\Dataset\Training_data\bird\bird_763.jpg,bird
Dataset\Dataset\Training_data\bird\bird_764.jpg,bird
Dataset\Dataset\Training_data\bird\bird_765.jpg,bird
Dataset\Dataset\Training_data\bird\bird_766.jpg,bird
Dataset\Dataset\Training_data\bird\bird_767.jpg,bird
Dataset\Dataset\Training_data\bird\bird_768.jpg,bird
Dataset\Dataset\Training_data\bird\bird_769.jpg,bird
Dataset\Dataset\Training_data\bird\bird_77.jpg,bird
Dataset\Dataset\Training_data\bird\bird_770.jpg,bird
Dataset\Dataset\Training_data\bird\bird_771.jpg,bird
Dataset\Dataset\Training_data\bird\bird_772.jpg,bird
Dataset\Dataset\Training_data\bird\bird_773.jpg,bird
Dataset\Dataset\Training_data\bird\bird_774.jpg,bird
Dataset\Dataset\Training_data\bird\bird_775.jpg,bird
Dataset\Dataset\Training_data\bird\bird_776.jpg,bird
Dataset\Dataset\Training_data\bird\bird_777.jpg,bird
Dataset\Dataset\Training_data\bird\bird_778.jpg,bird
Dataset\Dataset\Training_data\bird\bird_779.jpg,bird
Dataset\Dataset\Training_data\bird\bird_78.jpg,bird
Dataset\Dataset\Training_data\bird\bird_780.jpg,bird
Dataset\Dataset\Training_data\bird\bird_781.jpg,bird
Dataset\Dataset\Training_data\bird\bird_782.jpg,bird
Dataset\Dataset\Training_data\bird\bird_783.jpg,bird
Dataset\Dataset\Training_data\bird\bird_784.jpg,bird
Dataset\Dataset\Training_data\bird\bird_785.jpg,bird
Dataset\Dataset\Training_data\bird\bird_786.jpg,bird
Dataset\Dataset\Training_data\bird\bird_787.jpg,bird
Dataset\Dataset\Training_data\bird\bird_788.jpg,bird
Dataset\Dataset\Training_data\bird\bird_789.jpg,bird
Dataset\Dataset\Training_data\bird\bird_79.jpg,bird
Dataset\Dataset\Training_data\bird\bird_790.jpg,bird
Dataset\Dataset\Training_data\bird\bird_791.jpg,bird
Dataset\Dataset\Training_data\bird\bird_792.jpg,bird
Dataset\Dataset\Training_data\bird\bird_793.jpg,bird
Dataset\Dataset\Training_data\bird\bird_794.jpg,bird
Dataset\Dataset\Training_data\bird\bird_795.jpg,bird
Dataset\Dataset\Training_data\bird\bird_796.jpg,bird
Dataset\Dataset\Training_data\bird\bird_797.jpg,bird
Dataset\Dataset\Training_data\bird\bird_798.jpg,bird
Dataset\Dataset\Training_data\bird\bird_799.jpg,bird
Dataset\Dataset\Training_data\bird\bird_8.jpg,bird
Dataset\Dataset\Training_data\bird\bird_80.jpg,bird
Dataset\Dataset\Training_data\bird\bird_800.jpg,bird
Dataset\Dataset\Training_data\bird\bird_801.jpg,bird
Dataset\Dataset\Training_data\bird\bird_802.jpg,bird
Dataset\Dataset\Training_data\bird\bird_803.jpg,bird
Dataset\Dataset\Training_data\bird\bird_804.jpg,bird
Dataset\Dataset\Training_data\bird\bird_805.jpg,bird
Dataset\Dataset\Training_data\bird\bird_806.jpg,bird
Dataset\Dataset\Training_data\bird\bird_807.jpg,bird
Dataset\Dataset\Training_data\bird\bird_808.jpg,bird
Dataset\Dataset\Training_data\bird\bird_809.jpg,bird
Dataset\Dataset\Training_data\bird\bird_81.jpg,bird
Dataset\Dataset\Training_data\bird\bird_810.jpg,bird
Dataset\Dataset\Training_data\bird\bird_811.jpg,bird
Dataset\Dataset\Training_data\bird\bird_812.jpg,bird
Dataset\Dataset\Training_data\bird\bird_813.jpg,bird
Dataset\Dataset\Training_data\bird\bird_814.jpg,bird
Dataset\Dataset\Training_data\bird\bird_815.jpg,bird
Dataset\Dataset\Training_data\bird\bird_816.jpg,bird
Dataset\Dataset\Training_data\bird\bird_817.jpg,bird
Dataset\Dataset\Training_data\bird\bird_818.jpg,bird
Dataset\Dataset\Training_data\bird\bird_819.jpg,bird
Dataset\Dataset\Training_data\bird\bird_82.jpg,bird
Dataset\Dataset\Training_data\bird\bird_820.jpg,bird
Dataset\Dataset\Training_data\bird\bird_821.jpg,bird
Dataset\Dataset\Training_data\bird\bird_822.jpg,bird
Dataset\Dataset\Training_data\bird\bird_823.jpg,bird
Dataset\Dataset\Training_data\bird\bird_824.jpg,bird
Dataset\Dataset\Training_data\bird\bird_825.jpg,bird
Dataset\Dataset\Training_data\bird\bird_826.jpg,bird
Dataset\Dataset\Training_data\bird\bird_827.jpg,bird
Dataset\Dataset\Training_data\bird\bird_828.jpg,bird
Dataset\Dataset\Training_data\bird\bird_829.jpg,bird
Dataset\Dataset\Training_data\bird\bird_83.jpg,bird
Dataset\Dataset\Training_data\bird\bird_830.jpg,bird
Dataset\Dataset\Training_data\bird\bird_831.jpg,bird
Dataset\Dataset\Training_data\bird\bird_832.jpg,bird
Dataset\Dataset\Training_data\bird\bird_833.jpg,bird
Dataset\Dataset\Training_data\bird\bird_834.jpg,bird
Dataset\Dataset\Training_data\bird\bird_835.jpg,bird
Dataset\Dataset\Training_data\bird\bird_836.jpg,bird
Dataset\Dataset\Training_data\bird\bird_837.jpg,bird
Dataset\Dataset\Training_data\bird\bird_838.jpg,bird
Dataset\Dataset\Training_data\bird\bird_839.jpg,bird
